
  ZVRE, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  3.00000000000E+05     ; 3.00000000000E+06   ; Hz                  ; 1601      ; RATIO_B2_B1   ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  none                  ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reRATIO_B2_B ; imRATIO_B2_B  
   6.71250000000E+05;  2.61893E-07  ;-4.51769E-08  
   6.72937500000E+05;  3.35364E-07  ; 4.17684E-07  
   6.74625000000E+05;  1.07739E-06  ; 7.98013E-07  
   6.76312500000E+05; -1.47525E-07  ; 1.37662E-06  
   6.78000000000E+05; -1.2194E-07   ;-4.21584E-07  
   6.79687500000E+05;  1.35442E-06  ;-4.32573E-07  
   6.81375000000E+05; -1.87258E-07  ; 1.10273E-06  
   6.83062500000E+05;  3.70847E-07  ; 1.13194E-06  
   6.84750000000E+05; -1.91429E-06  ; 4.60933E-07  
   6.86437500000E+05; -2.11133E-07  ; 4.46773E-07  
   6.88125000000E+05; -1.18552E-06  ; 5.34604E-07  
   6.89812500000E+05; -2.98824E-07  ;-3.57077E-07  
   6.91500000000E+05;  9.56989E-07  ; 2.57119E-06  
   6.93187500000E+05; -1.92383E-06  ; 2.19081E-06  
   6.94875000000E+05;  1.40128E-06  ; 4.57155E-08  
   6.96562500000E+05;  1.09034E-06  ; 6.5841E-07   
   6.98250000000E+05; -7.16453E-07  ; 1.46337E-06  
   6.99937500000E+05; -6.55636E-08  ; 7.00947E-07  
   7.01625000000E+05;  4.89214E-07  ; 1.87307E-06  
   7.03312500000E+05;  4.90389E-07  ; 2.12347E-06  
   7.05000000000E+05;  6.75776E-08  ; 4.46442E-07  
   7.06687500000E+05; -1.35323E-06  ; 3.95554E-07  
   7.08375000000E+05; -2.61836E-06  ; 1.13646E-07  
   7.10062500000E+05; -2.21663E-06  ; 1.17458E-06  
   7.11750000000E+05; -8.28709E-07  ; 1.96027E-06  
   7.13437500000E+05; -1.08279E-06  ; 3.57223E-06  
   7.15125000000E+05;  4.06257E-07  ;-2.90988E-07  
   7.16812500000E+05; -5.15079E-07  ; 6.89364E-07  
   7.18500000000E+05; -1.26931E-06  ; 6.8917E-07   
   7.20187500000E+05; -4.7614E-07   ; 6.84491E-07  
   7.21875000000E+05;  4.91084E-07  ; 3.53186E-07  
   7.23562500000E+05; -1.79638E-07  ; 7.37669E-07  
   7.25250000000E+05;  1.36679E-06  ; 8.74552E-07  
   7.26937500000E+05;  1.44654E-06  ; 6.84726E-07  
   7.28625000000E+05;  1.41246E-06  ; 2.44959E-06  
   7.30312500000E+05;  7.48773E-07  ; 1.53165E-06  
   7.32000000000E+05; -7.97371E-07  ; 3.36387E-07  
   7.33687500000E+05; -2.9573E-07   ; 4.2676E-07   
   7.35375000000E+05; -3.35355E-07  ; 2.85322E-06  
   7.37062500000E+05; -1.12746E-06  ; 5.80038E-07  
   7.38750000000E+05; -7.6059E-07   ; 1.2423E-06   
   7.40437500000E+05; -3.40602E-07  ; 9.00554E-07  
   7.42125000000E+05; -1.10679E-06  ; 4.52104E-07  
   7.43812500000E+05;  5.18999E-07  ; 1.06716E-06  
   7.45500000000E+05;  4.99213E-07  ;-1.36446E-06  
   7.47187500000E+05; -4.85606E-08  ; 7.56759E-07  
   7.48875000000E+05; -1.36669E-08  ; 2.42419E-06  
   7.50562500000E+05; -3.29284E-07  ; 6.84735E-07  
   7.52250000000E+05; -5.53877E-07  ; 1.20307E-06  
   7.53937500000E+05; -6.0561E-07   ; 1.95279E-07  
   7.55625000000E+05; -3.17664E-07  ; 9.84201E-07  
   7.57312500000E+05; -1.40795E-07  ; 2.50545E-06  
   7.59000000000E+05; -2.10191E-07  ; 6.18435E-07  
   7.60687500000E+05;  6.34189E-07  ; 1.88109E-06  
   7.62375000000E+05;  1.6327E-06   ; 9.25659E-07  
   7.64062500000E+05; -6.19475E-07  ; 5.57854E-07  
   7.65750000000E+05; -9.78966E-07  ; 2.96656E-06  
   7.67437500000E+05;  4.41991E-07  ; 2.09592E-06  
   7.69125000000E+05;  2.47029E-06  ; 2.22729E-07  
   7.70812500000E+05; -1.82813E-07  ; 3.32142E-07  
   7.72500000000E+05;  3.56343E-06  ; 2.33542E-06  
   7.74187500000E+05;  3.87432E-08  ; 3.40852E-08  
   7.75875000000E+05; -5.09239E-07  ; 2.85092E-06  
   7.77562500000E+05;  5.73326E-07  ; 2.66412E-06  
   7.79250000000E+05;  5.75679E-07  ; 2.63666E-06  
   7.80937500000E+05; -9.67831E-08  ; 7.57976E-07  
   7.82625000000E+05; -6.25106E-07  ; 8.88205E-07  
   7.84312500000E+05; -2.12548E-06  ; 2.80506E-06  
   7.86000000000E+05; -8.15835E-07  ; 1.22477E-06  
   7.87687500000E+05; -8.40662E-07  ; 3.02605E-07  
   7.89375000000E+05; -5.42973E-07  ;-6.25951E-07  
   7.91062500000E+05;  3.90808E-07  ; 1.69979E-06  
   7.92750000000E+05; -1.03264E-06  ; 2.70921E-06  
   7.94437500000E+05;  3.27321E-07  ; 4.18069E-07  
   7.96125000000E+05; -3.19458E-07  ; 8.02873E-07  
   7.97812500000E+05;  1.01814E-06  ; 1.49549E-06  
   7.99500000000E+05;  2.09862E-06  ; 3.03713E-07  
   8.01187500000E+05;  3.4046E-07   ; 2.81998E-07  
   8.02875000000E+05; -2.87365E-07  ; 5.82032E-07  
   8.04562500000E+05; -1.94028E-07  ; 1.34412E-06  
   8.06250000000E+05; -2.29814E-06  ; 5.07183E-07  
   8.07937500000E+05;  6.69271E-07  ;-5.06027E-07  
   8.09625000000E+05; -2.13591E-07  ; 1.75751E-06  
   8.11312500000E+05; -4.35043E-07  ; 1.30127E-06  
   8.13000000000E+05;  3.69285E-07  ; 1.35021E-06  
   8.14687500000E+05;  2.93358E-07  ;-1.75788E-07  
   8.16375000000E+05; -1.40463E-06  ; 5.55498E-07  
   8.18062500000E+05; -8.8038E-07   ; 3.14887E-06  
   8.19750000000E+05;  1.18932E-07  ; 1.98413E-06  
   8.21437500000E+05;  1.1241E-06   ; 1.48392E-06  
   8.23125000000E+05;  1.10386E-07  ; 1.80351E-06  
   8.24812500000E+05;  5.28678E-09  ; 2.5251E-07   
   8.26500000000E+05; -1.22768E-06  ; 3.55065E-07  
   8.28187500000E+05; -1.06117E-06  ; 9.20268E-07  
   8.29875000000E+05; -1.13295E-07  ; 1.10003E-06  
   8.31562500000E+05;  2.1359E-06   ; 1.43975E-06  
   8.33250000000E+05; -1.20518E-06  ; 2.06763E-06  
   8.34937500000E+05; -1.56012E-06  ;-3.99492E-07  
   8.36625000000E+05;  9.98933E-08  ;-1.00065E-07  
   8.38312500000E+05;  1.69773E-07  ; 2.38481E-06  
   8.40000000000E+05;  7.0897E-07   ; 1.60539E-06  
   8.41687500000E+05; -5.06888E-07  ; 1.54607E-06  
   8.43375000000E+05;  6.43734E-07  ; 9.299E-07    
   8.45062500000E+05;  8.31929E-07  ; 1.33895E-06  
   8.46750000000E+05; -6.16903E-07  ; 1.71038E-06  
   8.48437500000E+05;  1.68744E-06  ; 1.33521E-06  
   8.50125000000E+05; -1.0592E-06   ; 2.08978E-06  
   8.51812500000E+05;  8.61138E-07  ; 2.97002E-06  
   8.53500000000E+05; -6.21855E-07  ; 9.7889E-08   
   8.55187500000E+05; -7.41684E-07  ; 9.5005E-07   
   8.56875000000E+05; -1.14621E-06  ; 1.91041E-06  
   8.58562500000E+05;  1.09274E-06  ; 2.15314E-06  
   8.60250000000E+05; -1.71078E-06  ;-6.66454E-08  
   8.61937500000E+05; -1.63945E-06  ; 1.00116E-06  
   8.63625000000E+05; -1.0347E-06   ; 1.59823E-06  
   8.65312500000E+05;  1.53517E-08  ; 1.50226E-06  
   8.67000000000E+05; -8.39085E-08  ; 3.9437E-07   
   8.68687500000E+05; -1.36428E-06  ; 1.65441E-06  
